"LINK CODE","ADVERTISER","LINK NAME","LINK ID","RETAIL PRICE","CATEGORY"
"<a href=""https://click.linksynergy.com/link?id=2mhs2G02AJA&offerid=358574.258316&type=2&murl=https%3A%2F%2Fwww.udemy.com%2Funitycourse%2F""><IMG border=0 src=""https://udemy-images.udemy.com/course/480x270/258316_55e9_4.jpg"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=2mhs2G02AJA&bids=358574.258316&type=2&subid=0"" >","Udemy","Learn to Code by Making Games - Complete C# Unity Developer","258316","195.0","Development"
"<a href=""https://click.linksynergy.com/link?id=2mhs2G02AJA&offerid=358574.1317756&type=2&murl=https%3A%2F%2Fwww.udemy.com%2Fc-sharp-basics-for-complete-newbies%2F""><IMG border=0 src=""https://udemy-images.udemy.com/course/480x270/1317756_be52_6.jpg"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=2mhs2G02AJA&bids=358574.1317756&type=2&subid=0"" >","Udemy","C# Basics - For Complete Beginners","1317756","20.0","Development"
"<a href=""https://click.linksynergy.com/link?id=2mhs2G02AJA&offerid=358574.382002&type=2&murl=https%3A%2F%2Fwww.udemy.com%2Fcsharp-tutorial-for-beginners%2F""><IMG border=0 src=""https://udemy-images.udemy.com/course/480x270/382002_5d4a.jpg"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=2mhs2G02AJA&bids=358574.382002&type=2&subid=0"" >","Udemy","C# Basics for Beginners: Learn C# Fundamentals by Coding","382002","180.0","Development"
"<a href=""https://click.linksynergy.com/link?id=2mhs2G02AJA&offerid=358574.920296&type=2&murl=https%3A%2F%2Fwww.udemy.com%2Fc-programming-crash-course%2F""><IMG border=0 src=""https://udemy-images.udemy.com/course/480x270/920296_b189_2.jpg"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=2mhs2G02AJA&bids=358574.920296&type=2&subid=0"" >","Udemy","C# Programming Crash Course","920296","150.0","Development"
"<a href=""https://click.linksynergy.com/link?id=2mhs2G02AJA&offerid=358574.1362870&type=2&murl=https%3A%2F%2Fwww.udemy.com%2Fc-sharp-basics-learn-to-code-the-hard-way%2F""><IMG border=0 src=""https://udemy-images.udemy.com/course/480x270/1362870_6f5f_5.jpg"" ></a><IMG border=0 width=1 height=1 src=""https://ad.linksynergy.com/fs-bin/show?id=2mhs2G02AJA&bids=358574.1362870&type=2&subid=0"" >","Udemy","C# Basics - Learn to Code the Hard Way","1362870","30.0","Development"
